Chrome	r5.49Start	r5.49Stop	DistBetween	LengthGene1	LengthGene2
3R	27401557	27406412	128	3564	4855
3R	27406394	27413861	0	4855	7467
3R	27414390	27416111	529	7467	1721
3R	27416303	27418041	192	1721	1738
3R	27418466	27420449	425	1738	1983
3R	27420514	27421926	65	1983	1412
3R	27422364	27438386	438	1412	16022
3R	27436768	27441097	0	16022	4329
3R	27441006	27441882	0	4329	876
3R	27442025	27443559	143	876	1534
3R	27443699	27447939	140	1534	4240
3R	27447858	27490368	0	4240	42510
3R	27495187	27503693	4819	42510	8506
3R	27503869	27505602	176	8506	1733
3R	27534997	27535510	29395	1733	513
3R	27539589	27561114	4079	513	21525
3R	27561225	27562685	111	21525	1460
3R	27562757	27563721	72	1460	964
3R	27564190	27569028	469	964	4838
3R	27569212	27569970	184	4838	758
3R	27570004	27570900	34	758	896
3R	27570894	27571706	0	896	812
3R	27572167	27573280	461	812	1113
3R	27573365	27577616	85	1113	4251
3R	27577547	27580427	0	4251	2880
3R	27581078	27584359	651	2880	3281
3R	27585126	27587301	767	3281	2175
3R	27589026	27590494	1725	2175	1468
3R	27593695	27595145	3201	1468	1450
3R	27595015	27597570	0	1450	2555
3R	27597941	27600885	371	2555	2944
3R	27600771	27602374	0	2944	1603
3R	27602742	27616403	368	1603	13661
3R	27616314	27619629	0	13661	3315
3R	27619703	27625521	74	3315	5818
3R	27625356	27630878	0	5818	5522
3R	27626685	27628496	0	5522	1811
3R	27631190	27632491	2694	1811	1301
3R	27632588	27635907	97	1301	3319
3R	27636182	27638018	275	3319	1836
3R	27638331	27670966	313	1836	32635
3R	27672709	27819000	1743	32635	146291
3R	27803843	27816631	0	146291	12788
3R	27864095	27865326	47464	12788	1231
3R	27871036	27877715	5710	1231	6679
3R	27877782	27880696	67	6679	2914
3R	27881001	27894163	305	2914	13162
X	23840	36727	572	2511	12887
X	39388	44813	2661	12887	5425
X	72457	96056	27644	5425	23599
X	138094	139889	42038	23599	1795
X	140011	148683	122	1795	8672
X	148909	152503	226	8672	3594
X	152368	158032	0	3594	5664
X	162542	173751	4510	5664	11209
X	173736	244237	0	11209	70501
X	180434	188995	0	70501	8561
X	201717	202975	12722	8561	1258
X	209156	210590	6181	1258	1434
X	210609	364670	19	1434	154061
X	250542	255278	0	154061	4736
X	264064	264980	8786	4736	916
X	290093	291530	25113	916	1437
X	303756	304850	12226	1437	1094
X	330172	331475	25322	1094	1303
X	354533	357209	23058	1303	2676
X	361090	363368	3881	2676	2278
X	365052	370612	1684	2278	5560
X	370890	373342	278	5560	2452
X	370890	373342	0	2452	2452
X	371017	372224	0	2452	1207
X	373897	375859	1673	1207	1962
X	373897	375859	0	1962	1962
X	373897	375859	0	1962	1962
X	374187	375859	0	1962	1672
X	375895	376801	36	1672	906
X	376810	381587	9	906	4777
X	381972	384767	385	4777	2795
X	384820	387527	53	2795	2707
X	388933	390402	1406	2707	1469
X	390504	403113	102	1469	12609
X	403451	422067	338	12609	18616
X	403545	417259	0	18616	13714
X	421974	424324	4715	13714	2350
X	424503	473077	179	2350	48574
X	476732	492184	3655	48574	15452
X	479114	514228	0	15452	35114
X	514750	515248	522	35114	498
X	515563	517084	315	498	1521
X	517501	518798	417	1521	1297
X	518791	519234	0	1297	443
X	519588	522052	354	443	2464
X	522350	523495	298	2464	1145
X	523816	527666	321	1145	3850
X	527553	529760	0	3850	2207
X	529920	537793	160	2207	7873
X	538794	540419	1001	7873	1625
X	541320	542630	901	1625	1310
X	542516	550075	0	1310	7559
X	550105	551932	30	7559	1827
X	580873	643529	28941	1827	62656
X	643274	645330	0	62656	2056
X	646044	647686	714	2056	1642
X	650221	652752	2535	1642	2531
X	653628	655972	876	2531	2344
X	656593	659172	621	2344	2579
X	664061	677344	4889	2579	13283
X	678779	682248	1435	13283	3469
X	681888	684122	0	3469	2234
X	687201	690404	3079	2234	3203
X	691121	695490	717	3203	4369
X	695702	697503	212	4369	1801
X	697457	701337	0	1801	3880
X	700109	702233	0	3880	2124
X	702250	822008	17	2124	119758
X	738856	739330	0	119758	474
X	740204	741190	874	474	986
X	756641	757234	15451	986	593
X	769765	770645	12531	593	880
X	788515	789233	17870	880	718
X	817201	821628	27968	718	4427
X	822171	822893	543	4427	722
X	822831	824131	0	722	1300
X	824964	826704	833	1300	1740
X	827159	833457	455	1740	6298
X	829265	831855	0	6298	2590
X	833203	834838	1348	2590	1635
X	835108	837262	270	1635	2154
X	836499	839805	0	2154	3306
X	840686	841517	881	3306	831
X	843323	845915	1806	831	2592
X	884615	884935	38700	2592	320
X	905134	905676	20199	320	542
X	906068	906657	392	542	589
X	908017	920736	1360	589	12719
X	913828	920733	0	12719	6905
X	920824	922323	91	6905	1499
X	922324	924614	1	1499	2290
X	924791	925645	177	2290	854
X	925538	927198	0	854	1660
X	940257	941042	13059	1660	785
X	945557	946664	4515	785	1107
X	967074	1028929	20410	1107	61855
X	1039677	1040167	10748	61855	490
X	1052632	1056422	12465	490	3790
X	1057653	1058065	1231	3790	412
X	1064861	1066773	6796	412	1912
X	1067910	1070069	1137	1912	2159
X	1074198	1074980	4129	2159	782
X	1075653	1077535	673	782	1882
X	1078815	1082623	1280	1882	3808
X	1085444	1090705	2821	3808	5261
X	1093651	1096954	2946	5261	3303
X	1097812	1099468	858	3303	1656
X	1100802	1101494	1334	1656	692
X	1104003	1105886	2509	692	1883
X	1106022	1109221	136	1883	3199
X	1109322	1130717	101	3199	21395
X	1130906	1133917	189	21395	3011
X	1136773	1168682	2856	3011	31909
X	1181323	1182978	12641	31909	1655
X	1183746	1216427	768	1655	32681
X	1192019	1192420	0	32681	401
X	1216546	1223471	24126	401	6925
X	1223551	1232255	80	6925	8704
X	1236118	1238803	3863	8704	2685
X	1238905	1243390	102	2685	4485
X	1240586	1242176	0	4485	1590
X	1243920	1248014	1744	1590	4094
X	1248076	1250513	62	4094	2437
X	1250521	1251646	8	2437	1125
X	1263311	1264209	11665	1125	898
X	1264581	1268717	372	898	4136
X	1269580	1272890	863	4136	3310
X	1272741	1274509	0	3310	1768
X	1274949	1286876	440	1768	11927
X	1287087	1291370	211	11927	4283
X	1303102	1345400	11732	4283	42298
X	1346463	1348210	1063	42298	1747
X	1349248	1351087	1038	1747	1839
X	1351208	1354650	121	1839	3442
X	1354840	1355709	190	3442	869
X	1355877	1358253	168	869	2376
X	1358396	1360029	143	2376	1633
X	1360782	1362725	753	1633	1943
X	1361526	1364647	0	1943	3121
X	1362726	1363850	0	3121	1124
X	1364699	1366358	849	1124	1659
X	1366558	1367760	200	1659	1202
X	1367917	1370963	157	1202	3046
X	1371096	1372515	133	3046	1419
X	1372585	1375453	70	1419	2868
X	1375830	1377446	377	2868	1616
X	1377512	1411648	66	1616	34136
X	1377658	1401842	0	34136	24184
X	1406260	1406836	4418	24184	576
X	1417587	1512188	10751	576	94601
X	1469165	1558902	0	94601	89737
X	1546354	1547095	0	89737	741
X	1559088	1562484	11993	741	3396
X	1562439	1563330	0	3396	891
X	1563603	1567641	273	891	4038
X	1567143	1586580	0	4038	19437
X	1575599	1578924	0	19437	3325
X	1580657	1584220	1733	3325	3563
X	1586857	1587876	2637	3563	1019
X	1587648	1589922	0	1019	2274
X	1602971	1604196	13049	2274	1225
X	1639909	1648096	35713	1225	8187
X	1667752	1747700	19656	8187	79948
X	1667758	1682098	0	79948	14340
X	1683599	1684451	1501	14340	852
X	1713528	1714374	29077	852	846
X	1715502	1716414	1128	846	912
X	1751922	1753029	35508	912	1107
X	1753174	1755825	145	1107	2651
X	1756042	1759868	217	2651	3826
X	1759942	1760920	74	3826	978
X	1760865	1763094	0	978	2229
X	1762903	1766441	0	2229	3538
X	1766433	1767598	0	3538	1165
X	1767886	1770507	288	1165	2621
X	1770739	1771303	232	2621	564
X	1771350	1773110	47	564	1760
X	1773052	1773807	0	1760	755
X	1774315	1775465	508	755	1150
X	1775340	1783808	0	1150	8468
X	1784289	1785515	481	8468	1226
X	1785434	1794679	0	1226	9245
X	1794721	1795944	42	9245	1223
X	1796045	1797210	101	1223	1165
X	1797735	1802860	525	1165	5125
X	1802246	1814351	0	5125	12105
X	1802957	1810207	0	12105	7250
X	1814199	1816917	3992	7250	2718
X	1817014	1821557	97	2718	4543
X	1821716	1824550	159	4543	2834
X	1831733	1834073	7183	2834	2340
X	1834269	1835569	196	2340	1300
X	1835973	1901989	404	1300	66016
X	1901944	1903397	0	66016	1453
X	1904893	1918108	1496	1453	13215
X	1918789	1936344	681	13215	17555
X	1932829	1936344	0	17555	3515
X	1936763	1937851	419	3515	1088
X	1938325	1944153	474	1088	5828
X	1946650	1949447	2497	5828	2797
X	1949343	1955948	0	2797	6605
X	1956346	1959169	398	6605	2823
X	1959306	1960392	137	2823	1086
X	1960468	1967511	76	1086	7043
X	1962627	1963721	0	7043	1094
X	1966446	1968923	2725	1094	2477
X	1968828	1969933	0	2477	1105
X	1970999	1972488	1066	1105	1489
X	1972376	1974438	0	1489	2062
X	1974643	1987981	205	2062	13338
X	1988267	2009734	286	13338	21467
X	2010899	2017164	1165	21467	6265
X	2020243	2030888	3079	6265	10645
X	2035522	2038970	4634	10645	3448
X	2039169	2042599	199	3448	3430
X	2042496	2043680	0	3430	1184
X	2044135	2053016	455	1184	8881
X	2053175	2056160	159	8881	2985
X	2056229	2066314	69	2985	10085
X	2066561	2067170	247	10085	609
X	2067448	2069346	278	609	1898
X	2070924	2072761	1578	1898	1837
X	2072917	2075031	156	1837	2114
X	2075127	2076949	96	2114	1822
X	2076851	2078688	0	1822	1837
X	2078973	2079291	285	1837	318
X	2080888	2081655	1597	318	767
X	2081853	2082743	198	767	890
X	2085984	2087586	3241	890	1602
X	2088616	2099406	1030	1602	10790
X	2095853	2097861	0	10790	2008
X	2099883	2107808	2022	2008	7925
X	2108319	2116492	511	7925	8173
X	2117787	2119002	1295	8173	1215
X	2119329	2132094	327	1215	12765
X	2131891	2136068	0	12765	4177
X	2136137	2140079	69	4177	3942
X	2140264	2141609	185	3942	1345
X	2141627	2144015	18	1345	2388
X	2144178	2146026	163	2388	1848
X	2146365	2148167	339	1848	1802
X	2148432	2153896	265	1802	5464
X	2154236	2156560	340	5464	2324
X	2156873	2158858	313	2324	1985
X	2159024	2164789	166	1985	5765
X	2165318	2169111	529	5765	3793
X	2172064	2187444	2953	3793	15380
X	2189917	2237903	2473	15380	47986
X	2218781	2220250	0	47986	1469
X	2221161	2222974	911	1469	1813
X	2224192	2224859	1218	1813	667
X	2225526	2228691	667	667	3165
X	2238028	2238682	9337	3165	654
X	2238980	2260323	298	654	21343
X	2261154	2281697	831	21343	20543
X	2303390	2304932	21693	20543	1542
X	2319130	2319738	14198	1542	608
X	2321140	2322996	1402	608	1856
X	2336346	2338009	13350	1856	1663
X	2338200	2364076	191	1663	25876
X	2341802	2344583	0	25876	2781
X	2364493	2439423	19910	2781	74930
X	2448136	2471044	8713	74930	22908
X	2473124	2474437	2080	22908	1313
X	2475065	2477856	628	1313	2791
X	2477778	2479732	0	2791	1954
X	2480010	2482250	278	1954	2240
X	2482534	2492638	284	2240	10104
X	2493190	2498085	552	10104	4895
X	2498230	2500857	145	4895	2627
X	2500713	2502909	0	2627	2196
X	2503280	2504369	371	2196	1089
X	2511791	2513771	7422	1089	1980
X	2513833	2516173	62	1980	2340
X	2516102	2518608	0	2340	2506
X	2518837	2527632	229	2506	8795
X	2527985	2571879	353	8795	43894
X	2574232	2575756	2353	43894	1524
X	2576020	2576965	264	1524	945
X	2579613	2586813	2648	945	7200
X	2586765	2587919	0	7200	1154
X	2588755	2592248	836	1154	3493
X	2592737	2594951	489	3493	2214
X	2595157	2597809	206	2214	2652
X	2598609	2600250	800	2652	1641
X	2600184	2601450	0	1641	1266
X	2602717	2605701	1267	1266	2984
X	2605789	2607990	88	2984	2201
X	2608114	2611687	124	2201	3573
X	2611671	2614358	0	3573	2687
X	2614501	2618192	143	2687	3691
X	2618319	2620614	127	3691	2295
X	2620740	2621522	126	2295	782
X	2621733	2624092	211	782	2359
X	2624252	2626218	160	2359	1966
X	2626411	2628442	193	1966	2031
X	2628277	2632810	0	2031	4533
X	2633122	2638109	312	4533	4987
X	2634417	3028565	0	4987	394148
X	2676939	2684600	0	394148	7661
X	2684632	2690499	32	7661	5867
X	2703914	2704879	13415	5867	965
X	2765917	2766886	61038	965	969
X	2769461	2770566	2575	969	1105
X	2776259	2777694	5693	1105	1435
X	2779219	2779947	1525	1435	728
X	2784801	2788265	4854	728	3464
X	2813803	2818459	25538	3464	4656
X	2819917	2821291	1458	4656	1374
X	2823829	2826659	2538	1374	2830
X	2829160	2829999	2501	2830	839
X	2831060	2832106	1061	839	1046
X	2832889	2834560	783	1046	1671
X	2835441	2836362	881	1671	921
X	2837419	2838602	1057	921	1183
X	2839436	2840622	834	1183	1186
X	2841127	2841613	505	1186	486
X	2842067	2843153	454	486	1086
X	2846241	2867867	3088	1086	21626
X	2960648	2961595	92781	21626	947
X	3028905	3066295	67310	947	37390
X	3066487	3067173	192	37390	686
X	3067409	3068507	236	686	1098
X	3069152	3070256	645	1098	1104
X	3070473	3237800	217	1104	167327
X	3130163	3130719	0	167327	556
X	3134059	3134604	3340	556	545
X	3135524	3136117	920	545	593
X	3136445	3136967	328	593	522
X	3137987	3138253	1020	522	266
X	3142633	3143322	4380	266	689
X	3143534	3145073	212	689	1539
X	3208777	3210435	63704	1539	1658
X	3267192	3285730	56757	1658	18538
X	3286430	3342976	700	18538	56546
X	3328976	3329840	0	56546	864
X	3353049	3354273	23209	864	1224
X	3354625	3356533	352	1224	1908
X	3356507	3358077	0	1908	1570
X	3359770	3368557	1693	1570	8787
X	3370722	3376355	2165	8787	5633
X	3376998	3378588	643	5633	1590
X	3378638	3379411	50	1590	773
X	3379683	3384948	272	773	5265
X	3385042	3398884	94	5265	13842
X	3401278	3465682	2394	13842	64404
X	3408349	3409790	0	64404	1441
X	3451845	3466033	42055	1441	14188
X	3465489	3467655	0	14188	2166
X	3468569	3560757	914	2166	92188
X	3561654	3562878	897	92188	1224
X	3562870	3565535	0	1224	2665
X	3565834	3597318	299	2665	31484
X	3599017	3613665	1699	31484	14648
X	3614040	3683803	375	14648	69763
X	3684002	3686510	199	69763	2508
X	3687256	3691372	746	2508	4116
X	3691530	3693041	158	4116	1511
X	3696349	3705073	3308	1511	8724
X	3705684	3751658	611	8724	45974
X	3722269	3725579	0	45974	3310
X	3756996	3762359	31417	3310	5363
X	3763020	3763797	661	5363	777
X	3766454	3774329	2657	777	7875
X	3774777	3777000	448	7875	2223
X	3778205	3784520	1205	2223	6315
X	3785530	3824611	1010	6315	39081
X	3826189	3830436	1578	39081	4247
X	3830553	3834039	117	4247	3486
X	3843009	3848138	8970	3486	5129
X	3849578	3858787	1440	5129	9209
X	3859459	3862597	672	9209	3138
X	3863031	3865381	434	3138	2350
X	3895243	3895640	29862	2350	397
X	3970107	3986186	74467	397	16079
X	3991951	3995068	5765	16079	3117
X	3995441	3996588	373	3117	1147
X	3997047	3998230	459	1147	1183
X	3998377	3999824	147	1183	1447
X	4000148	4005014	324	1447	4866
X	4005189	4007767	175	4866	2578
X	4007734	4008962	0	2578	1228
X	4008833	4011520	0	1228	2687
X	4011053	4022980	0	2687	11927
X	4025250	4026866	2270	11927	1616
X	4026919	4100126	53	1616	73207
X	4107020	4107384	6894	73207	364
X	4110906	4111427	3522	364	521
X	4112203	4117364	776	521	5161
X	4135999	4136859	18635	5161	860
X	4138157	4139824	1298	860	1667
X	4141346	4141818	1522	1667	472
X	4145903	4146823	4085	472	920
X	4160130	4160702	13307	920	572
X	4162734	4165116	2032	572	2382
X	4170526	4171033	5410	2382	507
X	4171580	4171994	547	507	414
X	4194185	4196379	22191	414	2194
X	4205397	4205832	9018	2194	435
X	4208263	4212834	2431	435	4571
X	4213473	4215778	639	4571	2305
X	4215797	4216234	19	2305	437
X	4216659	4258913	425	437	42254
X	4221113	4223336	0	42254	2223
X	4260452	4265169	37116	2223	4717
X	4275359	4277202	10190	4717	1843
X	4281829	4505418	4627	1843	223589
X	4306889	4379680	0	223589	72791
X	4424264	4429147	44584	72791	4883
X	4429668	4434669	521	4883	5001
X	4434941	4436471	272	5001	1530
X	4436663	4438530	192	1530	1867
X	4438648	4442802	118	1867	4154
X	4443103	4443990	301	4154	887
X	4443916	4445911	0	887	1995
X	4446000	4447039	89	1995	1039
X	4447150	4448226	111	1039	1076
X	4452105	4454035	3879	1076	1930
X	4465024	4465962	10989	1930	938
X	4511602	4520256	45640	938	8654
X	4521413	4524969	1157	8654	3556
X	4525085	4530037	116	3556	4952
X	4530351	4533145	314	4952	2794
X	4533358	4535109	213	2794	1751
X	4535302	4538901	193	1751	3599
X	4539160	4541447	259	3599	2287
X	4541910	4542679	463	2287	769
X	4542625	4543865	0	769	1240
X	4544054	4552292	189	1240	8238
X	4546086	4548481	0	8238	2395
X	4552191	4560733	3710	2395	8542
X	4561315	4573619	582	8542	12304
X	4574433	4580904	814	12304	6471
X	4581833	4596067	929	6471	14234
X	4596305	4599298	238	14234	2993
X	4599342	4601537	44	2993	2195
X	4601951	4623527	414	2195	21576
X	4662760	4664170	39233	21576	1410
X	4664590	4665621	420	1410	1031
X	4669991	4671408	4370	1031	1417
X	4676233	4676809	4825	1417	576
X	4678231	4679670	1422	576	1439
X	4691264	4698895	11594	1439	7631
X	4720007	4720866	21112	7631	859
X	4734990	4799908	14124	859	64918
X	4769703	4771296	0	64918	1593
X	4800945	4802854	29649	1593	1909
X	4803181	4808994	327	1909	5813
X	4809313	4812478	319	5813	3165
X	4812763	4815681	285	3165	2918
X	4820697	4832133	5016	2918	11436
X	4833165	4849458	1032	11436	16293
X	4853959	4855033	4501	16293	1074
X	4891572	4892219	36539	1074	647
X	4942330	4964962	50111	647	22632
X	4965060	4978801	98	22632	13741
X	4979866	5145183	1065	13741	165317
X	5025931	5027022	0	165317	1091
X	5059364	5070541	32342	1091	11177
X	5074214	5076402	3673	11177	2188
X	5081005	5081534	4603	2188	529
X	5190114	5200321	108580	529	10207
X	5197021	5199751	0	10207	2730
X	5200294	5201450	543	2730	1156
X	5201498	5202970	48	1156	1472
X	5203280	5204534	310	1472	1254
X	5204614	5205921	80	1254	1307
X	5206406	5207155	485	1307	749
X	5207299	5209268	144	749	1969
X	5209163	5211328	0	1969	2165
X	5211462	5213104	134	2165	1642
X	5212961	5216759	0	1642	3798
X	5217881	5220771	1122	3798	2890
X	5220708	5223383	0	2890	2675
X	5223944	5226468	561	2675	2524
X	5226532	5228482	64	2524	1950
X	5234269	5298760	5787	1950	64491
X	5299265	5304878	505	64491	5613
X	5306419	5314896	1541	5613	8477
X	5315563	5320941	667	8477	5378
X	5321550	5322248	609	5378	698
X	5324713	5326494	2465	698	1781
X	5340694	5387590	14200	1781	46896
X	5388073	5390082	483	46896	2009
X	5394298	5395219	4216	2009	921
X	5395865	5396608	646	921	743
X	5411294	5412803	14686	743	1509
X	5422960	5454216	10157	1509	31256
X	5488306	5506266	34090	31256	17960
X	5507470	5508428	1204	17960	958
X	5508587	5510403	159	958	1816
X	5510605	5512834	202	1816	2229
X	5513169	5516591	335	2229	3422
X	5516681	5519526	90	3422	2845
X	5519709	5542520	183	2845	22811
X	5544600	5556875	2080	22811	12275
X	5558661	5560002	1786	12275	1341
X	5560127	5564586	125	1341	4459
X	5564860	5565842	274	4459	982
X	5566475	5567576	633	982	1101
X	5567863	5574008	287	1101	6145
X	5574650	5576521	642	6145	1871
X	5577273	5578489	752	1871	1216
X	5579470	5583504	981	1216	4034
X	5584029	5587117	525	4034	3088
X	5586978	5589239	0	3088	2261
X	5592590	5602666	3351	2261	10076
X	5602594	5611811	0	10076	9217
X	5614960	5632072	3149	9217	17112
X	5626784	5628428	0	17112	1644
X	5632696	5641287	4268	1644	8591
X	5641780	5646110	493	8591	4330
X	5646282	5648074	172	4330	1792
X	5647423	5648991	0	1792	1568
X	5649781	5653784	790	1568	4003
X	5653941	5658236	157	4003	4295
X	5658608	5683609	372	4295	25001
X	5659888	5664812	0	25001	4924
X	5667056	5670680	2244	4924	3624
X	5671228	5675649	548	3624	4421
X	5683520	5684952	7871	4421	1432
X	5686180	5688576	1228	1432	2396
X	5698710	5699377	10134	2396	667
X	5703036	5704191	3659	667	1155
X	5708897	5709853	4706	1155	956
X	5712592	5734856	2739	956	22264
X	5739313	5740139	4457	22264	826
X	5747836	5748462	7697	826	626
X	5763128	5764141	14666	626	1013
X	5764874	5767397	733	1013	2523
X	5767868	5770884	471	2523	3016
X	5771029	5773866	145	3016	2837
X	5773891	5777433	25	2837	3542
X	5794894	5799261	17461	3542	4367
X	5799779	5802034	518	4367	2255
X	5802158	5807112	124	2255	4954
X	5807100	5810830	0	4954	3730
X	5811210	5835703	380	3730	24493
X	5836641	5838655	938	24493	2014
X	5839715	5841884	1060	2014	2169
X	5842223	5844241	339	2169	2018
X	5844284	5845744	43	2018	1460
X	5846598	5848079	854	1460	1481
X	5849663	5852317	1584	1481	2654
X	5852244	5858190	0	2654	5946
X	5860314	5880729	2124	5946	20415
X	5882845	5886677	2116	20415	3832
X	5891537	5894830	4860	3832	3293
X	5929786	5931833	34956	3293	2047
X	5931909	5933611	76	2047	1702
X	5934038	5944414	427	1702	10376
X	5944861	5959679	447	10376	14818
X	5961993	5963297	2314	14818	1304
X	5963164	5968890	0	1304	5726
X	5970106	5971587	1216	5726	1481
X	5972741	5975405	1154	1481	2664
X	5976692	5984234	1287	2664	7542
X	5976742	5985504	0	7542	8762
X	5985803	5998006	299	8762	12203
X	5998118	6086516	112	12203	88398
X	6088770	6090450	2254	88398	1680
X	6090757	6092687	307	1680	1930
X	6093313	6093906	626	1930	593
X	6094221	6096592	315	593	2371
X	6111513	6113360	14921	2371	1847
X	6113957	6116752	597	1847	2795
X	6117094	6119173	342	2795	2079
X	6119680	6130251	507	2079	10571
X	6131348	6134591	1097	10571	3243
X	6134877	6149520	286	3243	14643
X	6149855	6151629	335	14643	1774
X	6151701	6161260	72	1774	9559
X	6155202	6156152	0	9559	950
X	6161847	6169019	5695	950	7172
X	6169005	6170745	0	7172	1740
X	6171010	6173305	265	1740	2295
X	6174266	6174785	961	2295	519
X	6174266	6174785	0	519	519
X	6176070	6177608	1285	519	1538
X	6178504	6182027	896	1538	3523
X	6182156	6183595	129	3523	1439
X	6183503	6185276	0	1439	1773
X	6185058	6187186	0	1773	2128
X	6187137	6189148	0	2128	2011
X	6187137	6189148	0	2011	2011
X	6189424	6193006	276	2011	3582
X	6193084	6195303	78	3582	2219
X	6198023	6200778	2720	2219	2755
X	6210131	6221886	9353	2755	11755
X	6232400	6237764	10514	11755	5364
X	6241136	6243273	3372	5364	2137
X	6243356	6244432	83	2137	1076
X	6244662	6255226	230	1076	10564
X	6255529	6257343	303	10564	1814
X	6255529	6257343	0	1814	1814
X	6255529	6256993	0	1814	1464
X	6257451	6259742	458	1464	2291
X	6259982	6264960	240	2291	4978
X	6265098	6266948	138	4978	1850
X	6317156	6418356	50208	1850	101200
X	6418497	6420375	141	101200	1878
X	6420139	6421921	0	1878	1782
X	6422981	6424759	1060	1782	1778
X	6425049	6427318	290	1778	2269
X	6428043	6432615	725	2269	4572
X	6434804	6483206	2189	4572	48402
X	6483323	6484679	117	48402	1356
X	6484809	6490989	130	1356	6180
X	6491078	6493732	89	6180	2654
X	6494098	6546131	366	2654	52033
X	6527992	6530202	0	52033	2210
X	6547146	6548279	16944	2210	1133
X	6548649	6553742	370	1133	5093
X	6554585	6555495	843	5093	910
X	6555680	6562291	185	910	6611
X	6565230	6568002	2939	6611	2772
X	6568422	6571205	420	2772	2783
X	6571294	6573151	89	2783	1857
X	6572499	6575887	0	1857	3388
X	6575788	6577729	0	3388	1941
X	6577831	6581047	102	1941	3216
X	6581629	6582807	582	3216	1178
X	6583329	6589040	522	1178	5711
X	6589896	6592600	856	5711	2704
X	6593541	6613412	941	2704	19871
X	6614508	6634019	1096	19871	19511
X	6626750	6629950	0	19511	3200
X	6635570	6638290	5620	3200	2720
X	6641582	6649785	3292	2720	8203
X	6650355	6664745	570	8203	14390
X	6665258	6667072	513	14390	1814
X	6665477	6673692	0	1814	8215
X	6674823	6697626	1131	8215	22803
X	6697720	6707863	94	22803	10143
X	6708151	6712189	288	10143	4038
X	6712211	6714948	22	4038	2737
X	6715052	6716873	104	2737	1821
X	6717237	6718236	364	1821	999
X	6718671	6731573	435	999	12902
X	6725430	6726717	0	12902	1287
X	6733455	6737953	6738	1287	4498
X	6738376	6741880	423	4498	3504
X	6741910	6743520	30	3504	1610
X	6743806	6745917	286	1610	2111
X	6745942	6746671	25	2111	729
X	6762541	6775258	15870	729	12717
X	6802310	6860631	27052	12717	58321
X	6844543	6845299	0	58321	756
X	6844543	6845299	0	756	756
X	6852065	6862746	6766	756	10681
X	6863950	6866298	1204	10681	2348
X	6866357	6867443	59	2348	1086
X	6867648	6885351	205	1086	17703
X	6880520	6881221	0	17703	701
X	6885645	6903902	4424	701	18257
X	6892705	6898184	0	18257	5479
X	6903039	6905178	4855	5479	2139
X	6905390	6906170	212	2139	780
X	6906272	6907695	102	780	1423
X	6907936	6909042	241	1423	1106
X	6916418	6960085	7376	1106	43667
X	6934641	6935802	0	43667	1161
X	6943511	6944354	7709	1161	843
X	6963446	6966722	19092	843	3276
X	6968583	6992089	1861	3276	23506
X	6992611	6996333	522	23506	3722
X	6996352	6998524	19	3722	2172
X	6998918	7000378	394	2172	1460
X	7000305	7004325	0	1460	4020
X	7031777	7135965	27452	4020	104188
X	7160937	7161914	24972	104188	977
X	7175122	7299793	13208	977	124671
X	7180391	7182150	0	124671	1759
X	7182713	7185337	563	1759	2624
X	7208655	7217798	23318	2624	9143
X	7218251	7222839	453	9143	4588
X	7223193	7225288	354	4588	2095
X	7231403	7236764	6115	2095	5361
X	7240746	7241539	3982	5361	793
X	7252829	7254091	11290	793	1262
X	7272173	7272986	18082	1262	813
X	7295731	7297207	22745	813	1476
X	7301241	7301887	4034	1476	646
X	7305300	7305939	3413	646	639
X	7311286	7311726	5347	639	440
X	7312628	7315672	902	440	3044
X	7318560	7318875	2888	3044	315
X	7319253	7319776	378	315	523
X	7346242	7346676	26466	523	434
X	7383187	7387185	36511	434	3998
X	7402684	7406935	15499	3998	4251
X	7422390	7422781	15455	4251	391
X	7429912	7430922	7131	391	1010
X	7468323	7470800	37401	1010	2477
X	7479336	7480164	8536	2477	828
X	7503181	7572892	23017	828	69711
X	7576371	7603418	3479	69711	27047
X	7606816	7611961	3398	27047	5145
X	7616167	7619942	4206	5145	3775
X	7620027	7622355	85	3775	2328
X	7622792	7625762	437	2328	2970
X	7625809	7628730	47	2970	2921
X	7628956	7630789	226	2921	1833
X	7630926	7634011	137	1833	3085
X	7659015	7660859	25004	3085	1844
X	7662810	7663142	1951	1844	332
X	7672238	7673403	9096	332	1165
X	7720474	7734718	47071	1165	14244
X	7746535	7748246	11817	14244	1711
X	7752206	7752827	3960	1711	621
X	7758981	7761001	6154	621	2020
X	7761232	7767255	231	2020	6023
X	7768427	7770880	1172	6023	2453
X	7770996	7772869	116	2453	1873
X	7773833	7775712	964	1873	1879
X	7775972	7778059	260	1879	2087
X	7778693	7781009	634	2087	2316
X	7781300	7782785	291	2316	1485
X	7783099	7785605	314	1485	2506
X	7787086	7787829	1481	2506	743
X	7788070	7790819	241	743	2749
X	7791378	7792005	559	2749	627
X	7792469	7795335	464	627	2866
X	7793653	7795362	0	2866	1709
X	7795915	7797676	553	1709	1761
X	7798186	7802319	510	1761	4133
X	7802911	7805918	592	4133	3007
X	7806122	7811478	204	3007	5356
X	7812550	7814164	1072	5356	1614
X	7814442	7815999	278	1614	1557
X	7816191	7825415	192	1557	9224
X	7825778	7827384	363	9224	1606
X	7827775	7828710	391	1606	935
X	7828931	7829832	221	935	901
